gene_id,position,insertions,essentiality
gyrB,6672,0,unknown
gyrB,6729,0,unknown
gyrB,6793,0,unknown
gyrB,6809,0,unknown
gyrB,6856,0,unknown
gyrB,6944,0,unknown
gyrB,6983,0,unknown
gyrB,7067,0,unknown
gyrB,7077,0,unknown
gyrB,7093,0,unknown
gyrB,7225,0,unknown
gyrB,7265,511.8,unknown
NA,7299,3179.6,unknown
gyrA,7383,0,unknown
gyrA,7392,0,unknown
gyrA,7470,0,unknown
gyrA,7551,0,unknown
gyrA,7578,0,unknown
gyrA,7620,0,unknown
gyrA,7686,0,unknown
gyrA,7763,0,unknown
gyrA,7767,0,unknown
gyrA,7798,0,unknown
gyrA,7865,0,unknown
gyrA,7970,0,unknown
gyrA,8031,0,unknown
gyrA,8077,0,unknown
gyrA,8099,0,unknown
gyrA,8127,22,unknown
gyrA,8219,0,unknown
gyrA,8236,0,unknown
gyrA,8288,0,unknown
gyrA,8295,9.1,unknown
gyrA,8338,0,unknown
gyrA,8391,0,unknown
gyrA,8394,0,unknown
gyrA,8436,0,unknown
gyrA,8486,0,unknown
gyrA,8546,0,unknown
gyrA,8786,0,unknown
gyrA,8858,0,unknown
gyrA,8874,0,unknown
gyrA,8901,0,unknown
gyrA,9030,0,unknown
gyrA,9045,0,unknown
gyrA,9100,16.6,unknown
gyrA,9150,0,unknown
gyrA,9165,0,unknown
gyrA,9419,0,unknown
gyrA,9465,0,unknown
gyrA,9492,0,unknown
gyrA,9503,0,unknown
gyrA,9519,10.1,unknown
gyrA,9526,0,unknown
gyrA,9542,0,unknown
gyrA,9564,0,unknown
gyrA,9624,0,unknown
gyrA,9776,235.20000000000002,unknown
gyrA,9816,1909.4,unknown
NA,9850,145.2,unknown
NA,9877,5377.7,unknown
NA,9894,682.6,unknown
NA,9903,4097,unknown
-,10023,2694.4,unknown
-,10104,1054.7,unknown
-,10277,8216.7,unknown
-,10299,1468.7,unknown
-,10414,491.2,unknown
-,10426,4257,unknown
-,10583,4719,unknown
-,10600,746.2,unknown
-,10608,3053.2,unknown
-,10769,7085.2,unknown
-,10826,1720.5,unknown
NA,10857,0,unknown
NA,10876,0,unknown
NA,10884,0,unknown
NA,10892,11,unknown
NA,10894,9.2,unknown
NA,10907,0,unknown
NA,10923,0,unknown
NA,10953,0,unknown
NA,11096,2955.8,unknown
NA,11119,0,unknown
NA,11131,0,unknown
NA,11176,0,unknown
NA,11198,3484.6000000000004,unknown
NA,11207,2536.7999999999997,unknown
NA,11289,4792.5,unknown
NA,11301,0,unknown
NA,11422,5903.4000000000005,unknown
NA,11444,271.8,unknown
NA,11530,4385.1,unknown
NA,11556,2876.8,unknown
NA,11618,1959.3,unknown
NA,11659,614.1,unknown
NA,11675,9278.5,unknown
NA,11679,7315.7,unknown
NA,11733,3153.1,unknown
NA,11739,2140.1,unknown
NA,11743,8097.8,unknown
NA,11749,4.3,unknown
NA,11787,2285.6,unknown
NA,11848,217.9,unknown
-,12042,912.6,unknown
-,12054,1368.3,unknown
-,12145,13.1,unknown
-,12250,4539.3,unknown
NA,12352,5054.4,unknown
NA,12466,786.8000000000001,unknown
ppiA,12491,2092.3,unknown
ppiA,12512,0,unknown
ppiA,12530,824.2,unknown
ppiA,12621,6813.5,unknown
ppiA,12663,2335.8,unknown
ppiA,12750,996.7,unknown
ppiA,12798,5977.1,unknown
NA,13025,6148.2,unknown
NA,13046,4802.5,unknown
NA,13079,2296,unknown
-,13155,565.8,unknown
-,13168,2607.4,unknown
-,13275,111.60000000000001,unknown
-,13309,1939.3,unknown
-,13322,3556.7,unknown
-,13325,5570.1,unknown
-,13369,3087.7,unknown
-,13459,45.3,unknown
-,13469,0,unknown
-,13486,3064.1,unknown
NA,13560,857.3000000000001,unknown
NA,13567,368.9,unknown
NA,13595,165,unknown
NA,13608,71.4,unknown
NA,13669,944.4,unknown
NA,13686,12.7,unknown
NA,13699,54.3,unknown
-,13772,175.9,unknown
-,13852,8.5,unknown
-,13903,359.09999999999997,unknown
NA,14021,1422.6,unknown
NA,14059,2586.3,unknown
NA,14080,4025.7999999999997,unknown
NA,14088,3016.5,unknown
-,14096,2221.1,unknown
-,14177,2857.4,unknown
-,14367,11.600000000000001,unknown
-,14421,1757.3,unknown
-,14454,210.6,unknown
-,14621,3175.1,unknown
-,14661,3436.9,unknown
-,14665,9420.8,unknown
-,14667,765.6,unknown
-,14677,316.4,unknown
-,14749,11978.800000000001,unknown
-,14758,3799.1,unknown
-,14782,10.5,unknown
-,14813,1497.6,unknown
-,14821,329,unknown
-,14872,753.1999999999999,unknown
NA,14902,743.3,unknown
trpG,14938,0,unknown
trpG,14968,0,unknown
trpG,15023,0,unknown
trpG,15084,0,unknown
trpG,15114,0,unknown
trpG,15221,0,unknown
trpG,15245,0,unknown
trpG,15269,0,unknown
trpG,15304,0,unknown
trpG,15327,0,unknown
trpG,15366,0,unknown
trpG,15464,0,unknown
trpG,15515,120.3,unknown
trpG,15576,0,unknown
trpG,15591,4650.7,unknown
pknB,15657,0,unknown
pknB,15773,0,unknown
pknB,15812,0,unknown
pknB,15927,0,unknown
pknB,16161,10.1,unknown
pknB,16184,0,unknown
pknB,16273,0,unknown
pknB,16433,0,unknown
pknB,16520,0,unknown
pknB,16535,0,unknown
pknB,16558,0,unknown
pknB,16683,0,unknown
pknB,16794,0,unknown
pknB,16851,0,unknown
pknB,16872,0,unknown
pknB,16926,0,unknown
pknB,17015,0,unknown
pknB,17176,1.3,unknown
pknB,17190,11,unknown
pknB,17205,0,unknown
pknB,17247,0,unknown
pknB,17313,0,unknown
pknB,17333,0,unknown
pknB,17439,0,unknown
pknA,17476,502,unknown
pknA,17483,42.5,unknown
pknA,17586,749.7,unknown
pknA,17862,0,unknown
pknA,17981,0,unknown
pknA,18010,0,unknown
pknA,18123,0,unknown
pknA,18140,0,unknown
pknA,18161,0,unknown
pknA,18215,0,unknown
pknA,18454,0,unknown
pknA,18488,0,unknown
pknA,18527,0,unknown
pknA,18666,10.5,unknown
pknA,18693,0,unknown
pknA,18725,0,unknown
pbpA,18907,2.2,unknown
pbpA,19038,436.8,unknown
pbpA,19043,163.3,unknown
pbpA,19081,31.900000000000002,unknown
pbpA,19100,156.2,unknown
pbpA,19107,238,unknown
pbpA,19134,137.20000000000002,unknown
pbpA,19138,1047.9,unknown
pbpA,19151,886.9,unknown
pbpA,19179,2.9,unknown
pbpA,19194,2.9,unknown
pbpA,19226,34.1,unknown
pbpA,19239,54.900000000000006,unknown
pbpA,19259,312.1,unknown
pbpA,19310,183.3,unknown
pbpA,19453,756,unknown
pbpA,19461,478.5,unknown
pbpA,19582,3688.9,unknown
pbpA,19667,364.7,unknown
pbpA,19693,952,unknown
pbpA,19760,653.4,unknown
pbpA,19771,231.9,unknown
pbpA,19829,180.8,unknown
pbpA,19838,258,unknown
pbpA,19914,68.7,unknown
pbpA,19935,766.6,unknown
pbpA,19951,372.3,unknown
pbpA,19963,1189.3,unknown
pbpA,19973,0,unknown
pbpA,19984,1445.3,unknown
pbpA,20002,230.3,unknown
pbpA,20037,0,unknown
pbpA,20044,694.3,unknown
pbpA,20092,1474.4,unknown
pbpA,20178,2131,unknown
pbpA,20211,813.3000000000001,unknown
pbpA,20234,2510.3,unknown
rodA,20266,62.5,unknown
rodA,20278,4165.3,unknown
rodA,20345,5909.1,unknown
rodA,20349,3453.2,unknown
rodA,20376,1395.7,unknown
rodA,20456,177.20000000000002,unknown
rodA,20497,576.2,unknown
rodA,20547,4156.8,unknown
rodA,20650,286.3,unknown
rodA,20671,2222.8,unknown
rodA,20680,471.1,unknown
rodA,20712,221.5,unknown
rodA,20756,311.4,unknown
rodA,20787,1494.6,unknown
rodA,20859,1341.6000000000001,unknown
rodA,20883,3496.3,unknown
rodA,21041,30.2,unknown
rodA,21204,433.70000000000005,unknown
rodA,21210,732.6,unknown
rodA,21266,2031,unknown
rodA,21359,1215.8,unknown
rodA,21414,1169.3,unknown
rodA,21477,2638.7000000000003,unknown
rodA,21481,2135.2,unknown
rodA,21548,467.5,unknown
rodA,21608,30.2,unknown
ppp,21777,2074.2,unknown
ppp,22070,4211,unknown
ppp,22092,237.4,unknown
ppp,22118,4546.4,unknown
ppp,22144,544.4,unknown
ppp,22187,124.6,unknown
ppp,22195,1639.5,unknown
ppp,22199,4492.3,unknown
ppp,22202,2849.6,unknown
ppp,22279,178.7,unknown
ppp,22314,278.8,unknown
ppp,22338,284.5,unknown
ppp,22454,926.6999999999999,unknown
ppp,22460,340.4,unknown
ppp,22578,0,unknown
ppp,22590,0,unknown
ppp,22625,2.9,unknown
ppp,22817,0,unknown
ppp,22836,0,unknown
ppp,22887,0,unknown
ppp,22932,0,unknown
ppp,23083,0,unknown
ppp,23099,0,unknown
ppp,23125,0,unknown
ppp,23153,0,unknown
NA,23205,0,unknown
-,23330,18.7,unknown
-,23361,994.3,unknown
-,23381,1549.7,unknown
-,23394,1614.5,unknown
-,23413,1282.2,unknown
-,23442,1357.7,unknown
-,23512,177.6,unknown
-,23550,866.9,unknown
-,23582,410.4,unknown
-,23640,1821.3,unknown
-,23663,710.1,unknown
-,23681,524.3,unknown
-,23723,2645.3,unknown
NA,23807,1551.1,unknown
NA,23856,4784.5,unknown
TB39.8,23933,0,unknown
TB39.8,23947,0,unknown
TB39.8,24102,0,unknown
TB39.8,24136,0,unknown
TB39.8,24159,0,unknown
TB39.8,24174,1.3,unknown
TB39.8,24183,0,unknown
TB39.8,24207,1.3,unknown
TB39.8,24231,0,unknown
TB39.8,24237,0,unknown
TB39.8,24261,0,unknown
TB39.8,24282,0,unknown
TB39.8,24309,0,unknown
TB39.8,24318,0,unknown
TB39.8,24336,0,unknown
TB39.8,24351,0,unknown
TB39.8,24372,0,unknown
TB39.8,24384,0,unknown
TB39.8,24402,0,unknown
TB39.8,24447,0,unknown
TB39.8,24483,0,unknown
TB39.8,24492,0,unknown
TB39.8,24501,0,unknown
TB39.8,24534,0,unknown
TB39.8,24552,0,unknown
TB39.8,24564,0,unknown
TB39.8,24579,0,unknown
TB39.8,24621,0,unknown
TB39.8,24633,0,unknown
TB39.8,24657,0,unknown
TB39.8,24678,0,unknown
TB39.8,24696,0,unknown
TB39.8,24714,0,unknown
TB39.8,24732,0,unknown
TB39.8,24750,0,unknown
TB39.8,24768,0,unknown
TB39.8,24801,0,unknown
TB39.8,24819,0,unknown
TB39.8,24840,0,unknown
TB39.8,24909,0,unknown
TB39.8,24921,0,unknown
TB39.8,24924,0,unknown
TB39.8,24960,0,unknown
TB39.8,24986,235.70000000000002,unknown
TB39.8,25069,717.2,unknown
TB39.8,25099,254.3,unknown
TB39.8,25143,4233.2,unknown
TB39.8,25168,1900.5,unknown
TB39.8,25170,6950.9000000000005,unknown
TB39.8,25252,2076.5,unknown
TB39.8,25260,3689.7,unknown
TB39.8,25438,20.1,unknown
NA,25505,6159.5,unknown
NA,25528,333.1,unknown
NA,25613,261.2,unknown
NA,25616,12412.8,unknown
NA,25624,5845,unknown
NA,25730,7599.5,unknown
NA,25796,380.5,unknown
NA,25832,49.4,unknown
NA,25844,2630,unknown
NA,25906,449.8,unknown
-,25914,4528.2,unknown
-,25960,1443.4,unknown
-,25967,336,unknown
-,26040,7678.1,unknown
-,26067,2967.4,unknown
-,26141,10952,unknown
-,26175,865.9,unknown
-,26183,3873.1,unknown
-,26193,6820.2,unknown
-,26197,8174.6,unknown
-,26261,261.6,unknown
-,26280,4240.5,unknown
-,26290,432.5,unknown
-,26300,2955.8,unknown
-,26377,3734.7,unknown
-,26417,342.2,unknown
-,26622,3097.3,unknown
-,26742,1448.1,unknown
-,26780,1786.6,unknown
-,26831,1028.9,unknown
-,26838,86.7,unknown
-,26860,519.8000000000001,unknown
-,26873,4392.3,unknown
NA,26932,5143.1,unknown
whiB5,27213,334.8,unknown
whiB5,27245,4520,unknown
whiB5,27252,2644.3,unknown
whiB5,27299,3143.5,unknown
whiB5,27354,2414,unknown
whiB5,27367,68.60000000000001,unknown
whiB5,27399,90.5,unknown
whiB5,27410,10556,unknown
NA,27470,0,unknown
NA,27482,0,unknown
NA,27484,0,unknown
NA,27518,0,unknown
NA,27526,0,unknown
NA,27528,0,unknown
NA,27530,0,unknown
NA,27534,0,unknown
NA,27558,1.3,unknown
NA,27566,1507.8,unknown
NA,27569,118.7,unknown
NA,27578,516.4,unknown
-,27683,53.199999999999996,unknown
-,27703,114.1,unknown
-,27784,3.9,unknown
-,27906,1.3,unknown
-,27925,0,unknown
-,27994,0,unknown
-,28003,45,unknown
-,28005,10.4,unknown
-,28145,6.8,unknown
-,28208,0,unknown
-,28232,2.9,unknown
-,28263,13,unknown
-,28368,4576.1,unknown
-,28455,471.7,unknown
-,28512,277.4,unknown
-,28661,100.5,unknown
-,28670,1823.2,unknown
-,28679,497.59999999999997,unknown
-,28687,135.2,unknown
-,28705,1487.5,unknown
-,28803,10.1,unknown
-,28914,2768.9,unknown
-,28974,592.9,unknown
-,29010,5767,unknown
-,29205,3438,unknown
-,29270,2399.3,unknown
-,29354,1225.3,unknown
-,29403,2083.7,unknown
-,29457,582.4,unknown
-,29516,354.29999999999995,unknown
-,29567,1453.7,unknown
-,29587,3569.7,unknown
-,29605,790,unknown
NA,29620,55.599999999999994,unknown
NA,29659,892.1999999999999,unknown
NA,29667,24798.7,unknown
NA,29671,5858.0999999999995,unknown
-,29776,4514.5,unknown
-,29892,1774.8,unknown
-,29920,2334.3,unknown
-,29923,1838.8999999999999,unknown
-,30009,0,unknown
-,30119,178.1,unknown
-,30195,210.1,unknown
-,30271,3430.2999999999997,unknown
-,30449,6148.5,unknown
-,30479,1685.5,unknown
-,30679,2936.7000000000003,unknown
-,30911,0,unknown
-,30968,6221.3,unknown
-,31004,922.2,unknown
-,31066,411.3,unknown
NA,31075,7481.5,unknown
NA,31149,2045.3,unknown
NA,31153,6857.3,unknown
-,31223,1829.6,unknown
-,31261,511.7,unknown
-,31323,1094.2,unknown
-,31381,1028.9,unknown
-,31410,33.1,unknown
-,31589,5484.4,unknown
-,31597,7303.3,unknown
-,31684,725,unknown
-,31701,1892.7,unknown
-,31810,19.9,unknown
NA,31825,1974.9,unknown
NA,31967,293.4,unknown
NA,31978,61.7,unknown
NA,32045,928,unknown
NA,32051,242.5,unknown
-,32134,997,unknown
-,32163,1302.1,unknown
-,32197,421.8,unknown
-,32253,1251.8,unknown
-,32403,1499.1,unknown
-,32434,620.8,unknown
-,32493,1260.6,unknown
-,32518,143.5,unknown
-,32673,2719.6,unknown
-,32755,1896.8,unknown
-,32777,12844,unknown
-,32886,842.3000000000001,unknown
-,32910,358.4,unknown
-,32995,30.2,unknown
-,33023,766.2,unknown
-,33045,937.6999999999999,unknown
-,33058,13766.4,unknown
-,33113,5039,unknown
-,33152,936.3000000000001,unknown
NA,33217,4529.5,unknown
-,33355,898.8,unknown
-,33359,8400.9,unknown
-,33449,428.2,unknown
-,33490,449.7,unknown
-,33533,119.30000000000001,unknown
NA,33560,129.3,unknown
-,33650,175.3,unknown
NA,33797,3125.2,unknown
NA,33805,139.3,unknown
NA,33857,2071.2000000000003,unknown
NA,33861,772.2,unknown
NA,33863,159.29999999999998,unknown
NA,33901,74.3,unknown
NA,33907,496.4,unknown
NA,33927,180.1,unknown
NA,33933,2.6,unknown
NA,33942,220.7,unknown
NA,34010,33.699999999999996,unknown
NA,34028,41.1,unknown
NA,34158,197.6,unknown
NA,34163,313.59999999999997,unknown
NA,34182,776.3,unknown
NA,34207,99.1,unknown
NA,34241,617.5,unknown
bioF2,34313,2254.2,unknown
bioF2,34364,1218.2,unknown
bioF2,34367,4934.1,unknown
bioF2,34401,77.5,unknown
bioF2,34418,6095.8,unknown
bioF2,34420,3078.9,unknown
bioF2,34504,7208.5999999999995,unknown
bioF2,34590,1304,unknown
bioF2,34679,9140.5,unknown
bioF2,34688,1950.2,unknown
bioF2,34743,1341.9,unknown
bioF2,34849,0,unknown
bioF2,34874,2691.3,unknown
bioF2,34893,711.4,unknown
bioF2,34937,692.1,unknown
bioF2,34999,3831.2000000000003,unknown
bioF2,35021,10.1,unknown
bioF2,35075,2338.4,unknown
bioF2,35079,3002.2999999999997,unknown
bioF2,35117,10.1,unknown
bioF2,35119,972.1,unknown
bioF2,35135,0,unknown
bioF2,35160,0,unknown
bioF2,35182,0,unknown
bioF2,35203,0,unknown
bioF2,35206,574.1,unknown
bioF2,35213,0,unknown
bioF2,35250,12.7,unknown
bioF2,35261,329.79999999999995,unknown
bioF2,35293,36.5,unknown
bioF2,35304,0,unknown
bioF2,35326,204.8,unknown
bioF2,35343,0,unknown
bioF2,35353,733.6,unknown
bioF2,35388,1270.1,unknown
bioF2,35409,0,unknown
bioF2,35422,46.7,unknown
bioF2,35453,512,unknown
bioF2,35480,1005.1,unknown
bioF2,35489,161,unknown
bioF2,35570,2972.8,unknown
bioF2,35630,188.20000000000002,unknown
bioF2,35703,6817,unknown
bioF2,35750,333.1,unknown
bioF2,35781,1442.8,unknown
bioF2,35873,1960.2,unknown
bioF2,35910,2711.9,unknown
bioF2,36029,5578.1,unknown
bioF2,36191,6084.7,unknown
bioF2,36326,9480.5,unknown
bioF2,36356,2264.6,unknown
bioF2,36368,1092.3999999999999,unknown
bioF2,36428,624.4,unknown
bioF2,36455,18092.1,unknown
bioF2,36515,5260.8,unknown
bioF2,36519,738.5,unknown
bioF2,36606,1221.3,unknown
acpA,36677,5442.2,unknown
acpA,36734,4336.1,unknown
acpA,36802,3289.2,unknown
-,37093,8258.5,unknown
-,37125,1779,unknown
-,37184,110.69999999999999,unknown
-,37214,1818.8,unknown
-,37224,875.1,unknown
fadD34,37353,8514.2,unknown
fadD34,37361,3996.2,unknown
fadD34,37404,23.5,unknown
fadD34,37512,0,unknown
fadD34,37626,2046.2,unknown
fadD34,37666,3572.7000000000003,unknown
fadD34,37674,231,unknown
fadD34,37752,637.9,unknown
fadD34,37775,5889.2,unknown
fadD34,37784,10623,unknown
fadD34,37829,3133.6,unknown
fadD34,37944,1387.5,unknown
fadD34,37977,1403.7,unknown
fadD34,38003,4436.8,unknown
fadD34,38047,317.5,unknown
fadD34,38065,4849.6,unknown
fadD34,38096,2802.6,unknown
fadD34,38133,2722.6,unknown
fadD34,38249,1775.5,unknown
fadD34,38363,758.6,unknown
fadD34,38444,10699.9,unknown
fadD34,38517,1579.8,unknown
fadD34,38588,4448.6,unknown
fadD34,38846,2359.7,unknown
fadD34,38902,22.400000000000002,unknown
-,39125,1277.4,unknown
-,39290,5603.2,unknown
-,39312,1259.5,unknown
-,39343,3510.3,unknown
NA,39845,3839.3,unknown
NA,39873,3805.7,unknown
-,39878,3294.9,unknown
-,39937,1831.3,unknown
-,39941,3463,unknown
-,39967,1616.3,unknown
-,40011,818.2,unknown
-,40025,26238.9,unknown
-,40141,3430.1,unknown
-,40156,3810.7,unknown
-,40200,2146.9,unknown
-,40238,3120.7,unknown
-,40326,60.900000000000006,unknown
-,40392,455.09999999999997,unknown
-,40474,9338.3,unknown
-,40496,3551.2,unknown
-,40543,209.5,unknown
-,40585,0,unknown
-,40849,1612.9,unknown
-,40876,164.3,unknown
-,40930,1197,unknown
-,40961,1103.6000000000001,unknown
-,41179,882.3000000000001,unknown
NA,41242,3241.8,unknown
NA,41248,2058.5,unknown
-,41374,9209.8,unknown
-,41427,5566.1,unknown
-,41496,4179.7,unknown
-,41593,1052.7,unknown
-,41632,3963.9,unknown
-,41718,600.2,unknown
-,41727,363.7,unknown
-,41910,2617.5,unknown
NA,41915,1779.3,unknown
NA,41986,2656.7999999999997,unknown
-,42060,256.2,unknown
-,42083,416.5,unknown
-,42208,3741.3,unknown
-,42276,4550.1,unknown
NA,42362,1730.9,unknown
mtc28,42434,3586.5,unknown
mtc28,42473,85.5,unknown
mtc28,42493,248.1,unknown
mtc28,42644,4267.9,unknown
mtc28,42713,917.4,unknown
mtc28,42806,5046.6,unknown
mtc28,42852,3226.4,unknown
mtc28,42854,4505.2,unknown
mtc28,42881,7440.2,unknown
mtc28,43245,806.1,unknown
NA,43421,2304.7,unknown
NA,43515,2.8,unknown
NA,43547,13317.1,unknown
NA,43549,9745.9,unknown
leuS,43634,0,unknown
leuS,43640,0,unknown
leuS,43642,0,unknown
leuS,43660,0,unknown
leuS,43698,0,unknown
leuS,43796,0,unknown
leuS,43838,0,unknown
leuS,43856,0,unknown
leuS,43865,0,unknown
leuS,43885,0,unknown
leuS,43902,0,unknown
leuS,43937,0,unknown
leuS,43944,0,unknown
leuS,43966,0,unknown
leuS,44069,0,unknown
leuS,44094,0,unknown
leuS,44100,0,unknown
leuS,44102,0,unknown
leuS,44145,0,unknown
leuS,44249,0,unknown
leuS,44261,0,unknown
leuS,44298,0,unknown
leuS,44302,0,unknown
leuS,44408,0,unknown
leuS,44600,0,unknown
leuS,44684,0,unknown
leuS,44720,0,unknown
leuS,44798,0,unknown
leuS,44849,0,unknown
leuS,44864,0,unknown
leuS,44869,0,unknown
leuS,44937,0,unknown
leuS,44952,0,unknown
leuS,44968,0,unknown
leuS,44984,0,unknown
leuS,44986,0,unknown
leuS,45017,0,unknown
leuS,45140,0,unknown
leuS,45167,0,unknown
leuS,45239,0,unknown
leuS,45315,0,unknown
leuS,45353,0,unknown
leuS,45401,17.2,unknown
leuS,45413,0,unknown
leuS,45464,0,unknown
leuS,45524,0,unknown
leuS,45563,0,unknown
leuS,45590,0,unknown
leuS,45623,0,unknown
leuS,45647,0,unknown
leuS,45649,0,unknown
leuS,45659,0,unknown
leuS,45665,0,unknown
leuS,45686,0,unknown
leuS,45731,0,unknown
leuS,45784,0,unknown
leuS,45804,0,unknown
leuS,45830,0,unknown
leuS,45841,0,unknown
leuS,45854,0,unknown
leuS,45920,0,unknown
leuS,46009,0,unknown
leuS,46014,0,unknown
leuS,46072,0,unknown
leuS,46087,0,unknown
leuS,46100,0,unknown
leuS,46164,0,unknown
leuS,46192,11,unknown
leuS,46271,0,unknown
leuS,46295,0,unknown
leuS,46320,0,unknown
leuS,46432,0,unknown
leuS,46469,4383.6,unknown
NA,46503,1528.6000000000001,unknown
NA,46515,1290,unknown
NA,46525,698.8,unknown
NA,46532,0,unknown
NA,46568,1265.2,unknown
NA,46576,103.30000000000001,unknown
-,46779,737.8,unknown
-,46959,1084.6,unknown
-,47084,417.2,unknown
-,47097,2830.3,unknown
-,47119,631.6,unknown
NA,47220,724.4,unknown
NA,47224,921.9,unknown
NA,47301,0,unknown
NA,47316,695.9,unknown
NA,47363,3041.2000000000003,unknown
-,47367,1288.9,unknown
-,47391,2462.2,unknown
-,47459,950.7,unknown
-,47577,904,unknown
-,47610,6172.8,unknown
-,47682,2475.2,unknown
-,47706,569.7,unknown
-,47907,583.4,unknown
-,48038,1671.8999999999999,unknown
-,48079,172.6,unknown
-,48087,62.3,unknown
NA,48104,1413.8,unknown
NA,48108,10005.9,unknown
NA,48203,495.09999999999997,unknown
-,48282,1575.2,unknown
-,48388,162.4,unknown
-,48446,1780,unknown
-,48450,6297.3,unknown
-,48466,155.29999999999998,unknown
-,48481,1377.2,unknown
-,48489,1797.5,unknown
-,48514,8485.4,unknown
-,48648,44.5,unknown
-,48654,1776.3,unknown
-,48663,2326.1,unknown
-,48691,0,unknown
-,48730,36.6,unknown
-,48765,651.1,unknown
-,48782,2712.7,unknown
-,48870,2270.3,unknown
-,48895,1586,unknown
-,48954,756.5,unknown
-,48983,4093.4,unknown
-,48991,147.8,unknown
NA,49038,757.8000000000001,unknown
-,49290,1183,unknown
-,49388,3125.6,unknown
-,49553,121.00000000000001,unknown
-,49616,1984.1000000000001,unknown
-,49656,1538.2,unknown
-,49750,11689.9,unknown
