gene_id,position,insertions
rv0033,36802,3289.2
rv0035,37353,8514.2
rv0035,37361,3996.2
rv0035,37404,23.5
rv0035,37512,0
rv0035,37626,2046.2
rv0035,37666,3572.7000000000003
rv0035,37674,231
rv0035,37752,637.9
rv0035,37775,5889.2
rv0035,37784,10623
rv0035,37829,3133.6
rv0035,37944,1387.5
rv0035,37977,1403.7
rv0035,38003,4436.8
rv0035,38047,317.5
rv0035,38065,4849.6
rv0035,38096,2802.6
rv0035,38133,2722.6
rv0035,38249,1775.5
rv0035,38363,758.6
rv0035,38444,10699.9
rv0035,38517,1579.8
rv0035,38588,4448.6
rv0035,38846,2359.7
rv0035,38902,22.400000000000002
rv0040c,42434,3586.5
rv0040c,42473,85.5
rv0040c,42493,248.1
rv0040c,42644,4267.9
rv0040c,42713,917.4
rv0040c,42806,5046.6
rv0040c,42852,3226.4
rv0040c,42854,4505.2
rv0040c,42881,7440.2
rv0040c,43245,806.1
rv0041,43634,0
rv0041,43640,0
rv0041,43642,0
rv0041,43660,0
rv0041,43698,0
rv0041,43796,0
rv0041,43838,0
rv0041,43856,0
rv0041,43865,0
rv0041,43885,0
rv0041,43902,0
rv0041,43937,0
rv0041,43944,0
rv0041,43966,0
rv0041,44069,0
rv0041,44094,0
rv0041,44100,0
rv0041,44102,0
rv0041,44145,0
rv0041,44249,0
rv0041,44261,0
rv0041,44298,0
rv0041,44302,0
rv0041,44408,0
rv0041,44600,0
rv0041,44684,0
rv0041,44720,0
rv0041,44798,0
rv0041,44849,0
rv0041,44864,0
rv0041,44869,0
rv0041,44937,0
rv0041,44952,0
rv0041,44968,0
rv0041,44984,0
rv0041,44986,0
rv0041,45017,0
rv0041,45140,0
rv0041,45167,0
rv0041,45239,0
rv0041,45315,0
rv0041,45353,0
rv0041,45401,17.2
rv0041,45413,0
rv0041,45464,0
rv0041,45524,0
rv0041,45563,0
rv0041,45590,0
rv0041,45623,0
rv0041,45647,0
rv0041,45649,0
rv0041,45659,0
rv0041,45665,0
rv0041,45686,0
rv0041,45731,0
rv0041,45784,0
rv0041,45804,0
rv0041,45830,0
rv0041,45841,0
rv0041,45854,0
rv0041,45920,0
rv0041,46009,0
rv0041,46014,0
rv0041,46072,0
rv0041,46087,0
rv0041,46100,0
rv0041,46164,0
rv0041,46192,11
rv0041,46271,0
rv0041,46295,0
rv0041,46320,0
rv0041,46432,0
rv0041,46469,4383.6
rv0046c,50022,244.1
rv0046c,50097,0
rv0046c,50214,0
rv0046c,50265,0
rv0046c,50552,0
rv0046c,50641,0
rv0046c,50655,0
rv0046c,50691,0
rv0046c,50778,0
rv0046c,50781,0
rv0046c,50803,0
rv0046c,50955,0
rv0046c,50987,0
rv0046c,51012,0
rv0046c,51015,0
rv0046c,51018,11
rv0046c,51104,0
rv0050,53702,783.5
rv0050,53740,111.89999999999999
rv0050,53809,27.2
rv0050,53888,45.8
rv0050,53977,224.6
rv0050,53987,815.6
rv0050,54091,309.2
rv0050,54113,1043.6
rv0050,54128,492.5
rv0050,54146,12.1
rv0050,54173,241
rv0050,54300,66.2
rv0050,54560,623.9
rv0050,54635,808.5
rv0050,54638,1479.6
rv0050,54703,492.9
rv0050,54752,322
rv0050,54759,690.6
rv0050,54869,1171.7
rv0050,54872,251.9
rv0050,55025,332
rv0050,55058,60
rv0050,55081,449.7
rv0050,55085,941.3
rv0050,55104,438.8
rv0050,55191,0
rv0050,55232,101
rv0050,55251,472.6
rv0050,55288,786.6
rv0050,55337,446.6
rv0050,55354,415.7
rv0050,55398,0
rv0050,55421,213.5
rv0050,55523,792.4
rv0050,55557,1919.2
rv0050,55609,1632
rv0050,55639,588.3
rv0053,58198,0
rv0053,58244,0
rv0053,58281,0
rv0053,58336,0
rv0053,58366,1.3
rv0053,58457,464.7
rv0053,58477,908.9
rv0054,58700,0
rv0054,58756,0
rv0054,58819,0
rv0054,58831,0
rv0054,58916,0
rv0056,59478,844.3
rv0056,59486,216.2
rv0056,59581,1086.8
rv0056,59590,977.8000000000001
rv0056,59638,26
rv0056,59744,999.8
rv0056,59836,1113.4
rv0056,59862,3731.2
rv0058,60450,0
rv0058,60535,0
rv0058,60547,0
rv0058,60564,0
rv0058,60588,0
rv0058,60609,0
rv0058,60696,0
rv0058,60744,0
rv0058,60747,0
rv0058,60790,0
rv0058,60816,11
rv0058,60822,0
rv0058,60882,0
rv0058,61001,0
rv0058,61307,0
rv0058,61401,0
rv0058,61431,11
rv0058,61547,0
rv0058,61553,0
rv0058,61625,0
rv0058,61814,0
rv0058,61885,0
rv0058,61986,0
rv0058,62045,0
rv0058,62067,0
rv0058,62113,0
rv0058,62158,0
rv0058,62164,0
rv0058,62194,0
rv0058,62206,0
rv0058,62307,0
rv0058,62310,0
rv0058,62324,5.7
rv0058,62569,0
rv0058,62730,0
rv0058,62791,0
rv0058,62825,0
rv0058,62971,0
rv0062,65663,3356.4
rv0062,65689,4495.7
rv0062,65712,2141.8
rv0062,65755,42.8
rv0062,65837,4048.1
rv0062,65930,841.6
rv0062,65984,1462.9
rv0062,66032,3563.3
rv0062,66058,1945
rv0062,66062,3970.1
rv0062,66095,174.9
rv0062,66230,917.5999999999999
rv0062,66272,2632.4
rv0062,66361,833.4
rv0062,66383,2932
rv0062,66407,291.90000000000003
rv0062,66446,783.5
rv0062,66508,1948.9
rv0062,66575,6236.9
rv0062,66649,82.1
rv0062,66656,1360.2
rv0062,66689,1884
rv0066c,72330,364.1
rv0066c,72353,456.7
rv0066c,72356,35.9
rv0066c,72385,508.6
rv0066c,72503,1039.3
rv0066c,72515,428
rv0066c,72609,799.6
rv0066c,72633,0
rv0066c,72651,9.1
rv0066c,72767,762.7
rv0066c,72823,337.5
rv0066c,72854,815.6999999999999
rv0066c,72920,616.1
rv0066c,72986,1192.3
rv0066c,73028,0
rv0066c,73244,779.5
rv0066c,73346,968.4
rv0066c,73412,5667.7
rv0066c,73491,1382.9
rv0066c,73546,2586.2
rv0066c,73601,543
rv0066c,73679,358.2
rv0066c,73796,256.09999999999997
rv0066c,73958,73.10000000000001
rv0066c,73984,1211.4
rv0066c,74042,159
rv0066c,74092,0
rv0066c,74126,398.2
rv0066c,74174,18.1
rv0066c,74189,39.599999999999994
rv0066c,74221,180.3
rv0066c,74278,74.1
rv0066c,74310,0
rv0066c,74317,0
rv0066c,74339,43.800000000000004
rv0066c,74371,301.1
rv0066c,74444,568.9
rv0066c,74480,2444.1
rv0069c,76295,1996.6
rv0069c,76712,677.1
rv0069c,76724,495.2
rv0069c,76886,1313.1
rv0069c,77002,35.8
rv0069c,77052,2826.7999999999997
rv0069c,77105,2436
rv0069c,77189,45
rv0069c,77286,187.1
rv0069c,77382,933.7
rv0069c,77419,347.9
rv0069c,77527,1925.3
rv0070c,77638,28.200000000000003
rv0070c,77647,22
rv0070c,77835,551.9
rv0070c,77922,209.3
rv0070c,77952,144
rv0070c,78290,3983.2
rv0070c,78361,37.3
rv0070c,78439,4843.6
rv0070c,78460,1082.1
rv0070c,78475,831
rv0070c,78564,417.40000000000003
rv0070c,78625,567.3
rv0070c,78659,0
rv0070c,78700,3547.6
rv0070c,78703,1463.1
rv0070c,78718,277.9
rv0070c,78730,2314
rv0070c,78781,12952.7
rv0084,92331,4389.6
rv0084,92335,396.1
rv0084,92390,1081
rv0084,92404,1074.6
rv0084,92635,1247.1
rv0084,92813,156.2
rv0084,92854,1686.8
rv0084,92970,38.5
rv0084,93196,0
rv0085,93291,156.7
rv0085,93431,6.4
rv0085,93600,93.6
rv0085,93770,586.2
rv0086,94212,527.3
rv0086,94241,302.8
rv0086,94253,2579.4
rv0086,94266,508.09999999999997
rv0086,94342,0
rv0086,94425,1439.7
rv0086,94469,198.89999999999998
rv0086,94482,2553.6
rv0086,94535,3150.6
rv0086,94561,225.1
rv0086,94608,19.9
rv0086,94773,145.8
rv0086,94869,607.9
rv0086,95039,96.6
rv0086,95407,438.3
rv0087,95442,90.6
rv0087,95460,218.7
rv0087,95546,89.3
rv0087,95564,9.1
rv0087,95591,627
rv0087,95608,0
rv0087,95633,307.8
rv0087,95681,1284.1
rv0087,95724,249.3
rv0087,95794,79.2
rv0087,95837,718.1
rv0087,96140,359
rv0087,96185,2.9
rv0087,96264,0
rv0087,96316,9.1
rv0087,96389,441.3
rv0087,96455,989.6
rv0087,96510,2567.9
rv0087,96563,1030.6
rv0087,96639,249.2
rv0087,96644,2.2
rv0087,96652,55.7
rv0087,96685,0
rv0087,96715,0
rv0087,96869,228.29999999999998
rv0087,96887,694.6
rv0091,99729,1890.3
rv0091,99788,128.9
rv0091,99845,659
rv0091,99937,7172.8
rv0091,100017,859.2
rv0091,100065,0
rv0091,100173,3529.9
rv0091,100176,6040.3
rv0091,100203,3642.4
rv0091,100253,255.7
rv0091,100307,45.2
rv0092,100626,2003.3
rv0092,100802,34.6
rv0092,100884,0
rv0092,100980,1395.2
rv0092,101079,1127.7
rv0092,101092,572.4
rv0092,101120,1069.7
rv0092,101163,2884.2
rv0092,101191,1771.6
rv0092,101195,797.6
rv0092,101243,0
rv0092,101316,1540.4
rv0092,101328,193.1
rv0092,101406,3730.1
rv0092,101640,184.1
rv0092,101683,33.3
rv0092,101694,91.7
rv0092,101712,494.3
rv0092,101847,933.3
rv0092,101861,902.2
rv0092,102090,0
rv0092,102132,58.599999999999994
rv0092,102228,569.3000000000001
rv0092,102382,161
rv0092,102453,1201.9
rv0092,102528,1953.1
rv0092,102609,1428
rv0092,102680,304.1
rv0092,102806,0
rv0092,102813,0
rv0096,105326,5633.9
rv0096,105328,5397
rv0096,105413,3607.2
rv0096,105423,4046.5
rv0096,105504,4862.5
rv0096,105525,4247.5999999999995
rv0096,105583,3364.3
rv0096,105600,1796.6
rv0096,105729,3202.4
rv0096,105771,615
rv0096,105805,1072.6
rv0096,105860,85.9
rv0096,105868,207.39999999999998
rv0096,105874,2092.7999999999997
rv0096,105905,498
rv0096,105930,499.7
rv0096,105936,661.6
rv0096,105979,90.3
rv0096,106014,1011.2
rv0096,106029,609.5
rv0096,106035,730.7
rv0096,106038,834.3
rv0096,106047,659.7
rv0096,106102,385.7
rv0096,106151,105.5
rv0096,106320,6078.3
rv0096,106352,2585.1
rv0096,106364,814
rv0096,106480,1239.8
rv0096,106488,30.2
rv0096,106532,380.7
rv0096,106598,4.3
rv0096,106664,7702.3
rv0096,106685,2829.6
rv0099,108176,7.8
rv0099,108194,91.10000000000001
rv0099,108269,163.70000000000002
rv0099,108282,3.9
rv0099,108341,0
rv0099,108353,971.7
rv0099,108390,1787
rv0099,108562,11.8
rv0099,108583,257.3
rv0099,108593,1739
rv0099,108689,36.1
rv0099,108715,863.9
rv0099,108804,920.2
rv0099,108847,1918.4
rv0099,108851,2905.9
rv0099,108896,2535.6
rv0099,108949,414.40000000000003
rv0099,108973,273.1
rv0099,109021,235.6
rv0099,109029,188.6
rv0099,109067,24.7
rv0099,109076,147.1
rv0099,109101,34.1
rv0099,109194,0
rv0099,109212,758.2
rv0099,109223,9.1
rv0099,109241,0
rv0099,109282,1531.1
rv0099,109289,463.59999999999997
rv0099,109314,71.2
rv0099,109407,1129.6
rv0099,109518,561.7
rv0101,110037,852.8000000000001
rv0101,110057,493.5
rv0101,110071,4421.5
rv0101,110073,4427.1
rv0101,110091,1212.4
rv0101,110146,928.1
rv0101,110196,1391.5
rv0101,110218,32.7
rv0101,110312,2671.7
rv0101,110337,3350.6
rv0101,110421,212.5
rv0101,110470,345.5
rv0101,110571,216.7
rv0101,110597,0
rv0101,110708,1280.2
rv0101,110913,304.5
rv0101,110926,67.6
rv0101,110955,154.5
rv0101,110967,2131.8
rv0101,111010,133
rv0101,111080,380
rv0101,111145,2536.1
rv0101,111208,0
rv0101,111402,87.7
rv0101,111525,41.9
rv0101,111575,20.1
rv0101,111723,1320.3
rv0101,111746,3258.2
rv0101,111819,552.7
rv0101,111935,111.5
rv0101,112084,2.2
rv0101,112109,281.1
rv0101,112170,130.7
rv0101,112270,88.30000000000001
rv0101,112321,5753.7
rv0101,112335,211.3
rv0101,112499,0
rv0101,112510,563
rv0101,112700,55.5
rv0101,112774,688.7
rv0101,112903,1508.5
rv0101,112919,7441.3
rv0101,112923,5975.8
rv0101,112967,52.5
rv0101,112989,844
rv0101,113030,177.1
rv0101,113092,919.7
rv0101,113110,1159.6
rv0101,113130,1316.6
rv0101,113163,226.3
rv0101,113171,56.099999999999994
rv0101,113224,1429.1
rv0101,113392,656.5
rv0101,113459,132.29999999999998
rv0101,113514,2883.6
rv0101,113568,4141
rv0101,113577,1356.6
rv0101,113649,1359.6000000000001
rv0101,113672,148.9
rv0101,113709,602
rv0101,113824,1805.7
rv0101,113921,716.3
rv0101,114030,28.400000000000002
rv0101,114046,1914.2
rv0101,114226,0
rv0101,114248,53.6
rv0101,114282,623.4
rv0101,114323,586.6999999999999
rv0101,114434,94.19999999999999
rv0101,114509,3316.4
rv0101,114555,2110.7
rv0101,114586,1.3
rv0101,114702,1311.6000000000001
rv0101,114847,452.6
rv0101,114855,460.3
rv0101,114900,2165.6
rv0101,114909,2170.5
rv0101,114923,567.1
rv0101,115032,2087.5
rv0101,115075,3626.4
rv0101,115294,1588.9
rv0101,115302,655.1
rv0101,115336,599.2
rv0101,115415,725.5
rv0101,115432,0
rv0101,115458,6411.5999999999995
rv0101,115488,631.1
rv0101,115560,3342.2
rv0101,115647,18
rv0101,115699,673.1
rv0101,115714,984
rv0101,115750,1870.1000000000001
rv0101,115758,962.8
rv0101,115813,832
rv0101,115833,545.5
rv0101,115855,691.8
rv0101,115923,571.1
rv0101,115931,885.8
rv0101,115941,26
rv0101,116072,90.5
rv0101,116095,306.3
rv0101,116149,1419.6
rv0101,116317,1670.5
rv0101,116361,2820.7
rv0101,116471,0
rv0101,116646,169.5
rv0101,116705,839.7
rv0101,116730,3205.6
rv0101,116800,229.7
rv0101,116844,47.4
rv0101,116952,2445.3
rv0101,117011,30.2
rv0101,117036,688.6
rv0101,117165,3793.9
rv0101,117194,27.2
rv0101,117210,7887.3
rv0101,117237,2.9
rv0101,117244,783
rv0101,117377,279.7
rv0101,117501,4423.2
rv0101,117514,2405.5
rv0101,117534,2815.1
rv0103c,119913,517.7
rv0103c,119933,0
rv0103c,120042,829.4
rv0103c,120118,1394.1
rv0103c,120253,4462.8
rv0103c,120307,492.2
rv0103c,120407,403.5
rv0103c,120571,872.9
rv0103c,120623,2193.6
rv0103c,120788,3005.5
rv0103c,120879,11
rv0103c,120889,1645.3
rv0103c,120899,2718.6
rv0103c,120937,4587.6
rv0103c,120986,807.8
rv0103c,121168,0
rv0103c,121178,146.7
rv0103c,121248,127.8
rv0103c,121288,670.8000000000001
rv0103c,121388,659.8000000000001
rv0103c,121394,3967.1
rv0103c,121439,1968.5
rv0103c,121497,2590.1
rv0103c,121545,1348.9
rv0103c,121763,19023.6
rv0103c,121767,6866.5
rv0103c,121853,1274.5
rv0103c,121913,983.3000000000001
rv0103c,121947,276.90000000000003
rv0103c,122042,1643.3
rv0103c,122101,6367.7
rv0107c,125641,243.4
rv0107c,125656,1322.9
rv0107c,125663,3526.2
rv0107c,125820,284.1
rv0107c,125840,516.1
rv0107c,125937,0
rv0107c,126056,1.3
rv0107c,126095,1202.8
rv0107c,126160,116.80000000000001
rv0107c,126428,26.5
rv0107c,126690,147.6
rv0107c,126809,93.5
rv0107c,126826,859.6
rv0107c,126960,3176
rv0107c,127056,56.5
rv0107c,127093,0
rv0107c,127116,342.1
rv0107c,127154,383.6
rv0107c,127157,426.3
rv0107c,127178,0
rv0107c,127229,102.9
rv0107c,127332,0
rv0107c,127341,1208.8
rv0107c,127389,4753.4000000000005
rv0107c,127500,2497.4
rv0107c,127728,2168.1
rv0107c,127836,0
rv0107c,127850,915.3
rv0107c,128015,325.1
rv0107c,128022,0
rv0107c,128070,1306.9
rv0107c,128106,1205.9
rv0107c,128145,386.2
rv0107c,128151,389.3
rv0107c,128162,149.7
rv0107c,128302,1477.3999999999999
rv0107c,128376,26.3
rv0107c,128386,729.1
rv0107c,128613,591.2
rv0107c,128694,3638
rv0107c,128774,3111.6
rv0107c,128817,1555.3000000000002
rv0107c,128901,2191.5
rv0107c,128980,908.3
rv0107c,129113,0
rv0107c,129181,911.8000000000001
rv0107c,129228,792.5
rv0107c,129266,0
rv0107c,129318,4686.6
rv0107c,129393,2180.6
rv0107c,129428,690.3000000000001
rv0107c,129493,3994.9
rv0107c,129705,1530.9
rv0107c,129786,57.5
rv0107c,129809,130.2
rv0107c,129824,772.7
rv0107c,129857,3037.2000000000003
rv0107c,129885,973.5
rv0107c,129966,830.3000000000001
rv0107c,130016,1822.1
rv0107c,130071,9272.2
rv0107c,130104,6126.3
rv0107c,130127,2.6
rv0107c,130260,177.1
rv0107c,130350,351.2
rv0107c,130488,2856
rv0109,131439,0
rv0109,131495,9.1
rv0109,131540,933.4000000000001
rv0109,131551,1726.2
rv0109,131563,5573.4000000000005
rv0109,131638,1119.1
rv0109,131738,3992.2
rv0109,131774,10.8
rv0109,131865,960.3
rv0109,131892,199.8
rv0109,131927,2116.1
rv0109,132045,0
rv0109,132075,79.2
rv0109,132135,0
rv0109,132274,173.7
rv0109,132282,18.1
rv0109,132351,91.5
rv0109,132372,5.9
rv0109,132390,354.6
rv0109,132399,12.7
rv0109,132527,471.1
rv0109,132561,560.6
rv0109,132636,368.9
rv0109,132666,0
rv0109,132741,1351.3
rv0109,132750,725.5
rv0109,132836,1396.1
rv0109,132868,4190.8
rv0112,136368,3781.8
rv0112,136373,1070.3
rv0112,136377,1960.9
rv0112,136433,198.9
rv0112,136455,632.5
rv0112,136465,2.2
rv0112,136489,76.9
rv0112,136512,179.8
rv0112,136591,714.9
rv0112,136619,315.7
rv0112,136644,8.8
rv0112,136676,49.9
rv0112,136710,381.90000000000003
rv0112,136721,285.9
rv0112,136746,477.8
rv0112,136752,11
rv0112,136764,332.09999999999997
rv0112,136790,143.6
rv0112,136853,490.9
rv0112,136904,415.90000000000003
rv0112,136919,2815.4
rv0112,136967,234.2
rv0112,136989,2193.5
rv0112,137013,875.6
rv0112,137041,542
rv0112,137054,1378.8
rv0112,137066,101.9
rv0112,137121,2415.6
rv0112,137149,42.8
rv0112,137205,9.5
rv0112,137213,10.100000000000001
rv0113,137351,1174.1
rv0113,137440,27.6
rv0113,137481,405.4
rv0113,137516,176.79999999999998
rv0113,137585,63
rv0113,137605,860.4
rv0113,137611,551.1
rv0113,137675,47.300000000000004
rv0113,137679,679.1
rv0113,137694,899.5
rv0113,137702,20.9
rv0113,137853,50.3
rv0113,137905,0
rv0114,137983,425.9
rv0114,138020,1599.5
rv0114,138024,2325.6
rv0114,138081,1448.5
rv0114,138098,12128
rv0114,138168,7855.2
rv0114,138213,4091
rv0114,138265,698.3
rv0114,138414,493.4
rv0114,138509,2322.3
rv0115,138580,1377.5
rv0115,138609,1677.8999999999999
rv0115,138614,7283.7
rv0115,138628,7351.4
rv0115,138634,1731
rv0115,138763,78.89999999999999
rv0115,138795,5261.3
rv0115,138925,2289.5
rv0115,138997,1301.2
rv0115,139073,3.9
rv0115,139117,4403.4
rv0115,139265,2992
rv0115,139354,1572.1
